tittle;rooms;price;meters;bathrooms;garage;terrace;zipcode;year;hotels
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;699;183 m²;2;0;1;41002;2020;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;342;96 m²;2;0;0;41002;2003;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;280;80 m²;2;0;0;41002;2009;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;280;80 m²;2;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;280;98 m²;1;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;278;95 m²;1;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;275;94 m²;1;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;205;42 m²;1;0;0;41002;1989;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;186,9;53 m²;1;0;0;41002;1960;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;180;48 m²;1;0;1;41002;2016;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;180;48 m²;1;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;165;41 m²;1;0;0;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;156,8;77 m²;1;0;0;41002;1950;17
Piso en plaza de la Gavidia, Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;235;75 m²;1;0;1;41002;0;17
Piso en plaza de los Galeotes, 8, Tiro de Línea, Sevilla;2 hab.;80;60 m²;1;0;0;41013;0;3
Piso en plaza de San Martin de Porres, 1, López de Gomara, Sevilla;4 hab.;455;195 m²;3;0;1;41010;1961;5
Piso en plaza Doctor Barraquer, Parlamento - Torneo, Sevilla;2 hab.;130;70 m²;1;1;0;41009;1973;2
Piso en plaza Gran Plaza, Nervión, Sevilla;4 hab.;392;151 m²;2;1;1;41005;0;2
Piso en plaza José del Castillo Díaz, Arroyo - Santa Justa, Sevilla;3 hab.;210;84 m²;1;0;0;41007;1965;3
Piso en plaza la Papachina, San Jerónimo, Sevilla;3 hab.;81;67 m²;1;0;0;41015;1968;0
Piso en plaza la Viña, Avenida de las Ciencias, Sevilla;3 hab.;148,47;90 m²;2;0;1;41020;1986;6
Piso en plaza Linares Rivas, s/n, Villegas - Los Principes, Sevilla;3 hab.;64;87 m²;1;0;0;41009;0;2
Piso en plaza Nueva, Arenal - Museo, Sevilla;3 hab.;560;145 m²;3;0;0;41001;1992;48
Piso en plaza Padre Jerónimo de Córdoba, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;185;65 m²;2;0;1;41003;1940;44
Piso en plaza Padre Jerónimo de Córdoba, s/n, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;1 hab.;330;80 m²;1;0;0;41003;0;44
Piso en plaza Pepe Hillo, San Pablo, Sevilla;4 hab.;189,9;163 m²;2;0;1;41007;1965;3
Piso en plaza Ponce de León, 15, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;185;90 m²;1;0;0;41003;1940;44
Piso en plaza Ponce de León, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;190;82 m²;2;0;0;41003;1962;44
Piso en plaza Ponce de León, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;190;67 m²;2;0;1;41003;0;44
Piso en plaza Ponce de León, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;189,5;67 m²;2;0;0;41003;0;44
Piso en plaza Ponce de León, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;1 hab.;185;67 m²;1;0;1;41003;1940;44
Piso en plaza Riofrío, Barrio León - Tardón, Sevilla;4 hab.;259;85 m²;1;0;0;41010;1958;5
Piso en plaza Rosa de Pasión, s/n, Doctor Fedriani, Sevilla;3 hab.;125;80 m²;2;0;0;41009;0;2
Piso en plaza Salesiano Don Ubaldo, López de Gomara, Sevilla;3 hab.;259,9;117 m²;2;0;1;41010;1982;5
Piso en plaza San Martin de Porres, López de Gomara, Sevilla;5 hab.;465;210 m²;3;0;1;41010;1976;5
Piso en plaza San Martín de Porres, López de Gomara, Sevilla;4 hab.;550;210 m²;2;0;1;41010;0;5
Piso en plaza San Martín de Porres, López de Gomara, Sevilla;4 hab.;455;195 m²;3;0;0;41010;0;5
Piso en plaza San Martín, 3, Encarnación-Las Setas, Sevilla;3 hab.;380;156 m²;2;0;0;41003;0;44
Piso en plaza Vicente Alexandre, Felipe II - Bueno Monreal, Sevilla;4 hab.;525;174 m²;3;1;0;41013;1997;3
Piso en POTOSI, Su Eminencia - La Oliva, Sevilla;2 hab.;139,9;90 m²;1;0;0;41013;2012;3
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;1030;460 m²;4;1;1;41004;0;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;880;260 m²;4;1;1;41004;1986;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;875;260 m²;4;1;1;41004;1986;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;4 hab.;830;192 m²;2;1;0;41004;1996;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;685;249 m²;3;1;1;41004;1950;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;680;249 m²;3;1;1;41004;1950;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;4 hab.;640;180 m²;3;1;0;41004;0;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;4 hab.;610;145 m²;2;1;0;41004;0;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;3 hab.;345;118 m²;2;0;1;41004;1986;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;3 hab.;345;118 m²;2;0;1;41004;1986;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;3 hab.;345;118 m²;2;0;1;41004;1984;53
Piso en Prado de San Sebastián - Ramón Carande, Sevilla;1 hab.;185;75 m²;1;0;0;41004;0;53
Piso en puente y Pellón, Santa Cruz - Alfalfa, Sevilla;2 hab.;240;66 m²;1;0;0;41004;0;53
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;142,3;35 m²;1;0;0;41003;2001;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;1 hab.;145;40 m²;1;0;0;41003;2008;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;3 hab.;417;127 m²;2;1;1;41003;2000;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;4 hab.;360;117 m²;2;0;1;41003;1970;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;4 hab.;360;117 m²;2;0;1;41003;1970;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;3 hab.;326,5;107 m²;1;0;1;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;3 hab.;300;120 m²;2;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;4 hab.;286;94 m²;2;0;0;41003;1970;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;285;91 m²;1;0;0;41003;1990;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;285;91 m²;1;0;0;41003;1990;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;285;90 m²;1;0;0;41003;1990;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;280;62 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;3 hab.;219;84 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;210;50 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;210;55 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;210;50 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;210;53 m²;1;0;0;41003;1999;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;208;60 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;208;99 m²;1;0;0;41003;1940;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;205;55 m²;1;0;0;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;195;75 m²;1;0;1;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;192;67 m²;1;0;1;41003;1940;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;185;67 m²;1;0;0;41003;1940;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;183;67 m²;2;0;1;41003;1940;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;180;75 m²;2;0;1;41003;0;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;177;60 m²;1;0;0;41003;1940;44
Piso en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;1 hab.;161;51 m²;1;0;0;41003;1940;44
Piso en puerta de Carmona, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;135;33 m²;1;0;0;41003;0;44
Piso en Puerta de la Carne - Judería, Sevilla;1 hab.;420;55 m²;1;0;0;41004;1982;53
Piso en Puerta de la Carne - Judería, Sevilla;2 hab.;250;70 m²;1;0;1;41004;0;53
Piso en Puerto de La Molina, Rochelambert, Sevilla;4 hab.;74,99;84 m²;2;0;1;41006;1975;1
Piso en Puerto de Los Alazores, Rochelambert, Sevilla;4 hab.;81;86 m²;1;0;0;41006;1971;1
Piso en Pureza, Calle Betis - Pagés del Corro, Sevilla;3 hab.;300;103 m²;1;0;0;41010;1980;5
Piso en Ramón de Carranza - Madre Rafols, Sevilla;5 hab.;600;226 m²;3;0;1;41011;0;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;6 hab.;462;208 m²;2;1;1;41011;1960;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;2 hab.;345;115 m²;2;0;0;41011;0;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;2 hab.;310;88 m²;2;0;0;41011;0;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;4 hab.;299,99;140 m²;3;0;1;41011;1965;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;3 hab.;270;109 m²;2;0;1;41011;1968;2
Piso en Ramón de Carranza - Madre Rafols, Sevilla;3 hab.;256;110 m²;2;0;0;41011;0;2
Piso en Reina Mercedes - Heliópolis, Sevilla;5 hab.;450;180 m²;2;1;1;41012;0;3
Piso en Republica Argentina, Plaza de Cuba - República Argentina, Sevilla;5 hab.;700;265 m²;4;1;1;41011;1971;2
Piso en Resolana, Parlamento - Torneo, Sevilla;3 hab.;360;124 m²;2;1;0;41009;0;2
Piso en reyes catolicos, Arenal - Museo, Sevilla;6 hab.;1200;364 m²;4;1;1;41001;0;48
Piso en Rochelambert, Sevilla;3 hab.;89,5;76 m²;1;0;1;41006;1975;1
Piso en Rochelambert, Sevilla;2 hab.;105;85 m²;1;0;1;41006;1971;1
Piso en Rochelambert, Sevilla;4 hab.;105;94 m²;2;0;0;41006;1975;1
Piso en ronda Ciudad de, Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;620;250 m²;4;0;1;41004;1957;53
Piso en ronda de Capuchinos, San Julián, Sevilla;5 hab.;467;220 m²;3;0;1;41003;0;44
Piso en ronda de los Tejares, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;4 hab.;440,5;126 m²;2;1;0;41010;2014;5
Piso en ronda de Pio XII, s/n, Villegas - Los Principes, Sevilla;3 hab.;117,26;65 m²;1;0;1;41008;0;1
Piso en ronda de Pio XII, Villegas - Los Principes, Sevilla;2 hab.;178,9;70 m²;1;0;0;41008;0;1
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;2 hab.;110;58 m²;1;0;0;41010;1973;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;133,5;65 m²;1;0;0;41010;1960;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;4 hab.;467;126 m²;2;0;1;41010;0;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;322,8;117 m²;2;0;1;41010;1997;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;2 hab.;285;70 m²;1;0;1;41010;0;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;245;72 m²;1;1;1;41010;1999;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;240;72 m²;1;1;0;41010;0;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;219;133 m²;2;0;1;41010;1992;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;197,3;87 m²;1;0;1;41010;1973;5
Piso en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;190;77 m²;1;1;1;41010;1973;5
Piso en ronda de Triana, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;240;72 m²;1;1;1;41010;2000;5
Piso en ronda de Triana, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;1 hab.;237,3;74 m²;1;1;0;41010;1999;5
Piso en ronda Nuestra Señora de la Oliva, Su Eminencia - La Oliva, Sevilla;3 hab.;92;71 m²;1;0;1;41013;1971;3
Piso en ROSARIO, Arenal - Museo, Sevilla;3 hab.;670;133 m²;3;1;0;41001;1987;48
Piso en Rubens, Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;166;42 m²;1;0;0;41002;0;17
Piso en Ruiseñor, López de Gomara, Sevilla;3 hab.;362;126 m²;2;1;1;41010;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;3 hab.;750;195 m²;3;0;1;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;699;185 m²;3;1;0;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;690;189 m²;3;1;1;41018;2004;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;650;120 m²;2;1;1;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;5 hab.;625;177 m²;2;1;1;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;3 hab.;600;190 m²;2;1;0;41018;1993;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;539;198 m²;2;0;1;41018;1973;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;380;107 m²;2;1;1;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;1 hab.;360;77 m²;1;0;0;41018;2000;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;360;90 m²;2;1;0;41018;1993;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;340;161 m²;2;1;0;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;325;82 m²;1;1;1;41018;0;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;2 hab.;315;82 m²;1;1;0;41018;1991;5
Piso en San Bernardo-Buhaira-Huerta del Rey, Sevilla;3 hab.;260;80 m²;1;0;1;41018;0;5
Piso en San Diego, Sevilla, 9, Los Carteros - San Diego, Sevilla;4 hab.;125;89 m²;1;0;0;41015;1972;0
Piso en San Esteban, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;1 hab.;147;32 m²;1;0;0;41003;2005;44
Piso en San Jerónimo, Sevilla;2 hab.;54;51 m²;1;0;0;41015;0;0
Piso en San Jerónimo, Sevilla;2 hab.;54;51 m²;1;0;0;41015;1964;0
Piso en San Jerónimo, Sevilla;3 hab.;58;80 m²;1;0;1;41015;0;0
Piso en San Jerónimo, Sevilla;3 hab.;60,9;60 m²;1;0;0;41015;1964;0
Piso en San Jerónimo, Sevilla;2 hab.;69,8;60 m²;1;0;0;41015;0;0
Piso en San Jerónimo, Sevilla;3 hab.;80;75 m²;1;0;0;41015;1964;0
Piso en San Jerónimo, Sevilla;3 hab.;80;75 m²;1;0;1;41015;1964;0
Piso en San Jerónimo, Sevilla;3 hab.;80;72 m²;1;0;0;41015;0;0
Piso en san juan de dios, Nervión, Sevilla;1 hab.;100;54 m²;1;0;0;41005;1940;2
Piso en San Julián, Sevilla;3 hab.;272;94 m²;2;0;0;41003;1960;44
Piso en San Julián, Sevilla;3 hab.;256;103 m²;2;0;0;41003;1960;44
Piso en San Julián, Sevilla;3 hab.;251,9;84 m²;1;1;0;41003;1989;44
Piso en San Julián, Sevilla;4 hab.;250;255 m²;2;0;0;41003;0;44
Piso en San Julián, Sevilla;3 hab.;249;119 m²;2;1;0;41003;1989;44
Piso en San Julián, Sevilla;3 hab.;243;96 m²;1;1;0;41003;1989;44
Piso en San Julián, Sevilla;3 hab.;240;103 m²;2;0;0;41003;1945;44
Piso en San Julián, Sevilla;4 hab.;235;92 m²;2;1;1;41003;0;44
Piso en San Julián, Sevilla;4 hab.;235;92 m²;2;0;0;41003;1977;44
Piso en San Julián, Sevilla;2 hab.;220;75 m²;1;0;1;41003;0;44
Piso en San Julián, Sevilla;2 hab.;220;87 m²;2;0;0;41003;2004;44
Piso en San Julián, Sevilla;3 hab.;200;87 m²;1;0;0;41003;0;44
Piso en San Julián, Sevilla;3 hab.;194;76 m²;1;0;0;41003;1979;44
Piso en San Julián, Sevilla;1 hab.;180;78 m²;1;0;0;41003;0;44
Piso en San Julián, Sevilla;3 hab.;180;99 m²;1;0;0;41003;1962;44
Piso en San Julián, Sevilla;1 hab.;176,5;64 m²;1;0;0;41003;0;44
Piso en san pablo, Arenal - Museo, Sevilla;3 hab.;530;143 m²;3;1;0;41001;0;48
Piso en San Pablo, Sevilla;3 hab.;43,05;55 m²;1;0;0;41007;1963;3
Piso en San Pablo, Sevilla;3 hab.;45;57 m²;1;0;1;41007;1966;3
Piso en San Pablo, Sevilla;3 hab.;62,5;58 m²;1;0;0;41007;1965;3
Piso en San Pablo, Sevilla;3 hab.;69,05;58 m²;1;0;1;41007;1963;3
Piso en San Pablo, Sevilla;2 hab.;70;65 m²;1;0;1;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;73;75 m²;1;0;0;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;78;60 m²;1;0;0;41007;0;3
Piso en San Pablo, Sevilla;4 hab.;79,05;90 m²;2;0;1;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;82;90 m²;2;0;0;41007;1976;3
Piso en San Pablo, Sevilla;4 hab.;85;88 m²;2;0;0;41007;1965;3
Piso en San Pablo, Sevilla;3 hab.;89,9;54 m²;1;0;0;41007;1963;3
Piso en San Pablo, Sevilla;3 hab.;98,9;55 m²;1;0;0;41007;1960;3
Piso en San Pablo, Sevilla;3 hab.;120;100 m²;2;0;0;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;130;120 m²;1;0;1;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;134;102 m²;1;0;0;41007;0;3
Piso en San Pablo, Sevilla;3 hab.;144;91 m²;1;0;1;41007;0;3
Piso en San Salvador, El Porvenir, Sevilla;3 hab.;360;126 m²;2;1;0;41013;0;3
Piso en San Vicente, Sevilla;4 hab.;750;240 m²;2;0;0;41002;0;17
Piso en San Vicente, Sevilla;3 hab.;420;138 m²;2;0;0;41002;0;17
Piso en San Vicente, Sevilla;3 hab.;384,431;141 m²;1;0;0;41002;1980;17
Piso en San Vicente, Sevilla;3 hab.;350;95 m²;3;1;0;41002;1987;17
Piso en San Vicente, Sevilla;4 hab.;299;110 m²;2;1;0;41002;1994;17
Piso en San Vicente, Sevilla;2 hab.;290;98 m²;1;0;0;41002;0;17
Piso en San Vicente, Sevilla;2 hab.;270;80 m²;1;0;0;41002;0;17
Piso en San Vicente, Sevilla;1 hab.;251,9;90 m²;1;0;0;41002;2006;17
Piso en San Vicente, Sevilla;1 hab.;251,9;84 m²;1;0;0;41002;0;17
Piso en San Vicente, Sevilla;3 hab.;250;100 m²;1;0;0;41002;1981;17
Piso en San Vicente, Sevilla;3 hab.;248;100 m²;1;0;0;41002;1970;17
Piso en San Vicente, Sevilla;1 hab.;199;61 m²;1;0;0;41002;2005;17
Piso en Santa Aurelia, Sevilla;3 hab.;78,253;79 m²;1;0;0;41006;0;1
Piso en Santa Aurelia, Sevilla;3 hab.;99;89 m²;1;0;1;41006;1978;1
Piso en Santa Aurelia, Sevilla;3 hab.;115;72 m²;2;0;0;41006;1975;1
Piso en Santa Aurelia, Sevilla;2 hab.;116;76 m²;1;1;0;41006;2005;1
Piso en Santa Aurelia, Sevilla;4 hab.;127;96 m²;1;1;1;41006;0;1
Piso en Santa Aurelia, Sevilla;3 hab.;132;101 m²;2;0;0;41006;2003;1
Piso en Santa Clara, 5, Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;285;91 m²;2;0;1;41002;2018;17
Piso en SANTA CLARA, Plaza de la Gavidia-San Lorenzo, Sevilla;2 hab.;270;88 m²;1;0;1;41002;0;17
Piso en Santa Clara, Sevilla;3 hab.;378;180 m²;3;0;1;41007;1971;3
Piso en Santa Clara, Sevilla;3 hab.;370;120 m²;2;1;0;41007;1983;3
Piso en Santa Clara, Sevilla;4 hab.;290;170 m²;2;0;0;41007;0;3
Piso en Santa Clara, Sevilla;4 hab.;219,99;120 m²;2;1;1;41007;1987;3
Piso en Santa Clara, Sevilla;2 hab.;199,9;92 m²;2;0;0;41007;2004;3
Piso en Santa Cruz - Alfalfa, Sevilla;5 hab.;1100;260 m²;3;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;5 hab.;980;272 m²;3;0;1;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;3 hab.;975;189 m²;3;0;0;41004;2017;53
Piso en Santa Cruz - Alfalfa, Sevilla;3 hab.;975;190 m²;3;0;0;41004;2017;53
Piso en Santa Cruz - Alfalfa, Sevilla;2 hab.;900;197 m²;2;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;4 hab.;650;175 m²;2;1;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;4 hab.;520;171 m²;2;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;4 hab.;520;171 m²;2;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;4 hab.;520;171 m²;2;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;4 hab.;514,5;190 m²;2;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;2 hab.;470,2;124 m²;2;0;1;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;2 hab.;470,2;124 m²;2;0;1;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;5 hab.;465;169 m²;2;0;0;41004;1900;53
Piso en Santa Cruz - Alfalfa, Sevilla;5 hab.;465;169 m²;2;0;0;41004;1960;53
Piso en Santa Cruz - Alfalfa, Sevilla;3 hab.;380;181 m²;2;0;1;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;1 hab.;375;65 m²;1;0;0;41004;0;53
Piso en Santa Cruz - Alfalfa, Sevilla;2 hab.;240;62 m²;1;0;0;41004;2004;53
Piso en Santa Cruz - Alfalfa, Sevilla;2 hab.;220;66 m²;1;0;0;41004;1997;53
Piso en Santa Fe, Parque de los Principes - Calle Niebla, Sevilla;5 hab.;500;221 m²;4;1;1;41011;1974;2
Piso en Santa Fe, Parque de los Principes - Calle Niebla, Sevilla;3 hab.;295;111 m²;2;1;1;41011;1969;2
Piso en Santa Fe, Parque de los Principes - Calle Niebla, Sevilla;3 hab.;230;103 m²;1;0;1;41011;0;2
Piso en Santa Fe, Ramón de Carranza - Madre Rafols, Sevilla;3 hab.;259;110 m²;2;0;0;41011;0;2
Piso en SORDA, San Julián, Sevilla;3 hab.;199,9;80 m²;1;0;1;41003;0;44
Piso en Su Eminencia - La Oliva, Sevilla;2 hab.;60,775;93 m²;1;0;0;41006;0;1
Piso en Su Eminencia - La Oliva, Sevilla;3 hab.;95;92 m²;1;0;1;41006;0;1
Piso en Tablada, Sevilla;3 hab.;240;90 m²;2;1;0;41011;2013;2
Piso en Teodosio, San Vicente, Sevilla;1 hab.;265;82 m²;1;0;0;41002;0;17
Piso en Tiro de Línea, Sevilla;2 hab.;120;61 m²;1;0;0;41013;1964;3
Piso en TORNEO, San Vicente, Sevilla;2 hab.;280;89 m²;1;0;0;41002;1972;17
Piso en Torreblanca, Sevilla;2 hab.;29;48 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;2 hab.;41;59 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;42;76 m²;1;0;0;41016;1972;1
Piso en Torreblanca, Sevilla;3 hab.;43;72 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;44;75 m²;1;0;1;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;44,8;69 m²;1;0;0;41016;1972;1
Piso en Torreblanca, Sevilla;3 hab.;45;69 m²;1;0;0;41016;1972;1
Piso en Torreblanca, Sevilla;3 hab.;48;93 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;51;73 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;51;91 m²;1;0;1;41016;1967;1
Piso en Torreblanca, Sevilla;2 hab.;54,4;86 m²;1;0;1;41016;1978;1
Piso en Torreblanca, Sevilla;2 hab.;56;84 m²;1;0;0;41016;1984;1
Piso en Torreblanca, Sevilla;3 hab.;57,84;96 m²;2;0;1;41016;1976;1
Piso en Torreblanca, Sevilla;1 hab.;60,4;91 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;63,2;96 m²;1;0;0;41016;1978;1
Piso en Torreblanca, Sevilla;2 hab.;66;88 m²;1;1;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;66;125 m²;1;1;0;41016;0;1
Piso en Torreblanca, Sevilla;2 hab.;66;99 m²;1;0;1;41016;1981;1
Piso en Torreblanca, Sevilla;3 hab.;77;86 m²;1;0;0;41016;1980;1
Piso en Torreblanca, Sevilla;3 hab.;81;89 m²;1;0;1;41016;0;1
Piso en Torreblanca, Sevilla;4 hab.;81;140 m²;2;0;0;41016;0;1
Piso en Torreblanca, Sevilla;4 hab.;86;112 m²;1;0;0;41016;1989;1
Piso en Torreblanca, Sevilla;4 hab.;86;141 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;91;120 m²;1;0;0;41016;0;1
Piso en Torreblanca, Sevilla;2 hab.;91;101 m²;1;0;0;41016;1980;1
Piso en Torreblanca, Sevilla;4 hab.;96;109 m²;1;0;1;41016;0;1
Piso en Torreblanca, Sevilla;3 hab.;96;88 m²;2;0;0;41016;1978;1
